FID,ID,Xindex,Yindex,Qerror,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40,topic41,topic42,topic43,topic44,topic45,topic46,topic47,topic48,topic49,topic50,topic51,topic52,topic53,topic54,topic55,topic56,topic57,topic58,topic59,topic60,topic61,topic62,topic63,topic64,topic65,topic66,topic67,topic68,topic69,topic70,identifier,identifi_1,title,year,author,degree_gra,degree_sup,language,x,y
35,105,35,32,0.153845,7.9E-05,0.000146,8.9E-05,0.000103,6.1E-05,6.6E-05,0.000106,0.022821,7.7E-05,0.043613,6.6E-05,0.00441,5E-05,0.000187,0.00015,0.000111,0.530022,0.013253,4.1E-05,0.000304,9E-05,9.1E-05,8.3E-05,4.1E-05,5.3E-05,0.000858,0.000196,6.3E-05,0.000105,1.5E-05,0.000263,0.244579,0.000112,4.9E-05,4E-05,6.2E-05,9E-05,0.06847,5.3E-05,9.4E-05,5.6E-05,4.2E-05,0.000116,0.017454,4.8E-05,7.4E-05,7E-05,8.9E-05,0.035077,0.008851,4.9E-05,3E-05,3.8E-05,5.1E-05,0.00044,5.9E-05,5E-05,8.3E-05,6.9E-05,0.00013,0.004471,0.00027,8.9E-05,0.000107,8.9E-05,0.000104,4.6E-05,7.8E-05,7.7E-05,0.000533,0.000101,f3sj1hrw,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3sj1hrw,High temperature deformation mechanisms of L12-containing Co-based superalloys,2015,"Titus, Michael Shaw","University of California, Santa Barbara. Materials",Tresa M. Pollock,English,35.0250913156639,27.9329491228568
36,8,26,38,0.168935,8.4E-05,0.000155,9.5E-05,0.027861,6.5E-05,7E-05,0.000112,0.038174,8.2E-05,0.000185,7.1E-05,7E-05,5.3E-05,0.000199,0.00016,0.000118,6.3E-05,0.000235,4.4E-05,0.000324,9.6E-05,9.6E-05,0.420985,4.4E-05,5.7E-05,0.000914,0.000209,6.7E-05,0.000112,1.6E-05,0.00028,0.172536,0.000119,5.2E-05,4.2E-05,6.6E-05,9.6E-05,0.123781,5.7E-05,0.004725,6E-05,4.4E-05,0.129631,8.3E-05,5.1E-05,7.9E-05,7.5E-05,9.4E-05,0.000346,0.000174,5.2E-05,3.2E-05,4E-05,5.4E-05,0.000468,6.3E-05,5.3E-05,8.9E-05,7.3E-05,0.000138,0.000136,0.004913,9.5E-05,0.000114,9.5E-05,0.00011,4.9E-05,0.069461,8.2E-05,0.000567,0.000108,f39s1qvs,https://www.alexandria.ucsb.edu/lib/ark:/48907/f39s1qvs,Probing forces generated and architectures mediated by Tau on microtubules,2016,"Chung, Peter Jinwoo","University of California, Santa Barbara. Physics",Cyrus R. Safinya,English,25.8130055845484,32.9754591440823
37,106,29,26,0.173961,6.9E-05,0.000128,7.9E-05,9E-05,5.4E-05,5.8E-05,9.3E-05,0.012455,6.8E-05,0.000153,5.9E-05,5.8E-05,4.4E-05,0.000165,0.000132,9.8E-05,5.2E-05,0.000195,3.6E-05,0.000268,8E-05,8E-05,7.3E-05,3.6E-05,4.7E-05,0.000756,0.000173,5.6E-05,9.3E-05,1.3E-05,0.000232,0.158126,9.9E-05,4.3E-05,3.5E-05,5.4E-05,8E-05,0.079486,4.7E-05,0.011568,4.9E-05,3.7E-05,0.394429,6.9E-05,4.2E-05,6.5E-05,6.2E-05,7.8E-05,0.27976,0.000144,4.3E-05,2.6E-05,3.3E-05,4.5E-05,0.000388,5.2E-05,4.4E-05,7.3E-05,6E-05,0.000115,0.000112,0.057664,7.9E-05,9.4E-05,7.9E-05,9.1E-05,4E-05,6.8E-05,6.8E-05,0.000469,8.9E-05,f3251gc7,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3251gc7,Analysis of Electromigration in Nanofluidics,2015,"Liu, Yu-Wei","University of California, Santa Barbara. Mechanical Engineering",Carl D. Meinhart,English,28.7371111078917,22.6003705978605
38,9,39,32,0.261351,8.5E-05,0.000157,9.7E-05,0.000111,6.6E-05,7.1E-05,0.000114,0.001189,8.3E-05,0.000187,7.2E-05,0.107949,5.3E-05,0.000202,0.000162,0.00012,6.4E-05,0.009619,4.4E-05,0.000329,9.8E-05,0.009478,8.9E-05,4.4E-05,5.8E-05,0.014998,0.000212,6.8E-05,0.000114,1.6E-05,0.000284,0.034255,0.000121,5.3E-05,4.3E-05,6.7E-05,9.8E-05,0.313136,5.8E-05,0.000102,6.1E-05,4.5E-05,0.000126,0.426903,5.2E-05,8E-05,7.6E-05,9.6E-05,0.019112,0.000176,5.2E-05,3.2E-05,4.1E-05,5.5E-05,0.052069,6.4E-05,5.4E-05,9E-05,7.4E-05,0.00014,0.000137,0.004982,9.6E-05,0.000116,9.6E-05,0.000112,4.9E-05,8.4E-05,8.3E-05,0.000575,0.00011,f3xk8fcc,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3xk8fcc,III-Nitride Vertical-Cavity Surface-Emitting Lasers,2016,"Leonard, John T.","University of California, Santa Barbara. Materials",Shuji Nakamura,English,39.1148892018539,27.5212339985015
39,107,0,26,0.222968,0.000108,0.0002,0.000123,0.000141,8.4E-05,9E-05,0.000145,0.157013,0.000106,0.000239,9.1E-05,9.1E-05,6.8E-05,0.245465,0.215511,0.000153,8.2E-05,0.179724,5.7E-05,0.000419,0.000124,0.000125,0.000114,5.7E-05,7.3E-05,0.001181,0.00027,8.7E-05,0.000145,2E-05,0.000363,0.001814,0.000154,6.7E-05,5.5E-05,8.5E-05,0.053951,0.136133,7.3E-05,0.00013,7.7E-05,5.8E-05,0.00016,0.000107,6.6E-05,0.000102,9.7E-05,0.000122,0.000447,0.000224,6.7E-05,4.1E-05,5.2E-05,7E-05,0.000606,8.2E-05,6.8E-05,0.000115,9.5E-05,0.000179,0.000175,0.000372,0.000123,0.000147,0.000123,0.000143,6.3E-05,0.000107,0.000105,0.000733,0.00014,f3f769r3,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3f769r3,Student Satisfaction with Online Learning,2015,"Sterling, Kenneth W.","University of California, Santa Barbara. Education - Gevirtz Graduate School","Michael Gerber, Sharon Conley",English,-0.15296068866638,22.3588415307374
40,10,40,18,0.177076,0.000174,0.000321,0.000198,0.000227,0.000135,0.000145,0.000233,0.002432,0.00017,0.019576,0.000147,0.000146,0.000109,0.000413,0.000331,0.000245,0.038517,0.000488,9.1E-05,0.000672,0.0002,0.374462,0.000183,9.1E-05,0.000118,0.203422,0.000433,0.00014,0.000232,3.3E-05,0.000582,0.060489,0.009844,0.000108,8.8E-05,0.000136,0.0002,0.18005,0.000118,0.000208,0.000124,9.2E-05,0.000257,0.000172,0.000105,0.000164,0.000156,0.000196,0.0487,0.00036,0.000107,6.6E-05,8.3E-05,0.000113,0.000972,0.000131,0.00011,0.000184,0.000152,0.000287,0.000281,0.029386,0.000197,0.019429,0.000197,0.000229,0.000101,0.000172,0.000169,0.001176,0.000224,f31c1wqf,https://www.alexandria.ucsb.edu/lib/ark:/48907/f31c1wqf,Building an Optomechanical Interface for Superconducting Qubits,2016,"Vainsencher, Amit S.","University of California, Santa Barbara. Physics",Andrew N. Cleland,English,39.8755410040599,15.7245742124623
41,108,10,0,0.373274,6.4E-05,0.000119,7.3E-05,8.4E-05,5E-05,5.3E-05,8.6E-05,0.000898,6.3E-05,0.000142,5.4E-05,5.4E-05,4E-05,0.000153,0.000122,9E-05,4.8E-05,0.00018,3.4E-05,0.000248,7.4E-05,7.4E-05,6.7E-05,3.4E-05,0.049653,0.0007,0.00016,5.2E-05,8.6E-05,1.2E-05,0.21637,0.001075,9.1E-05,4E-05,3.3E-05,5E-05,7.4E-05,0.105463,4.3E-05,7.7E-05,4.6E-05,3.4E-05,9.5E-05,6.3E-05,3.9E-05,6.1E-05,5.7E-05,7.2E-05,0.000265,0.000133,0.014214,2.4E-05,3.1E-05,4.2E-05,0.000359,4.8E-05,4.1E-05,6.8E-05,5.6E-05,0.389894,0.000104,0.00022,7.3E-05,8.7E-05,7.3E-05,8.5E-05,3.7E-05,6.3E-05,6.2E-05,0.216589,8.3E-05,f3z899mf,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3z899mf,"On The Present, Utopia, and the Caribbean Intervention in Critical Theory",2015,"Soares, Kristie","University of California, Santa Barbara. Comparative Literature",Carl Gutierrez-Jones,English,10.007118080111,0.19161062378614
42,109,41,23,0.157246,5.7E-05,0.000106,6.5E-05,7.5E-05,0.518695,4.8E-05,7.7E-05,0.000801,5.6E-05,0.085514,4.8E-05,0.063298,3.6E-05,0.000136,0.000109,8.1E-05,4.3E-05,0.000161,3E-05,0.000222,6.6E-05,6.6E-05,6E-05,3E-05,3.9E-05,0.000625,0.000143,4.6E-05,7.7E-05,1.1E-05,0.000192,0.216009,8.2E-05,3.6E-05,0.009517,4.5E-05,6.6E-05,0.049848,3.9E-05,6.8E-05,4.1E-05,3E-05,8.5E-05,5.7E-05,3.5E-05,5.4E-05,5.1E-05,6.5E-05,0.016049,0.000119,3.5E-05,2.2E-05,0.022165,3.7E-05,0.006645,4.3E-05,3.6E-05,6.1E-05,5E-05,9.5E-05,9.3E-05,0.006522,6.5E-05,7.8E-05,6.5E-05,7.6E-05,3.3E-05,5.7E-05,5.6E-05,0.000388,7.4E-05,f3416v74,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3416v74,Growth and Electronic Structure of Heusler Compounds for Use in Electron Spin Based Devices,2015,"Patel, Sahil Jaykumar","University of California, Santa Barbara. Materials",Christopher Palmstrom,English,41.277162357409,19.8788005927964
43,11,37,10,0.176073,0.000131,0.000242,0.000149,0.000171,0.000101,0.000109,0.000176,0.001834,0.000128,0.000289,0.000111,0.00011,8.3E-05,0.000312,0.00025,0.000185,9.9E-05,0.000368,6.9E-05,0.000507,0.000151,0.000151,0.000138,6.9E-05,8.9E-05,0.088257,0.036505,0.000105,0.000175,2.5E-05,0.000439,0.00943,0.000187,8.1E-05,0.238842,0.000103,0.000151,0.215348,8.9E-05,0.000157,9.3E-05,7E-05,0.000194,0.00013,8E-05,0.000124,0.000117,0.000148,0.080133,0.072628,8.1E-05,4.9E-05,6.3E-05,8.5E-05,0.000733,9.9E-05,8.3E-05,0.000139,0.000114,0.000216,0.000212,0.224755,0.000149,0.000178,0.000149,0.000173,7.6E-05,0.000129,0.000128,0.022594,0.000169,f3rv0nht,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3rv0nht,"Co-Optimization of Communication, Motion and Sensing in Mobile Robotic Operations",2016,"Yan, Yuan","University of California, Santa Barbara. Electrical and Computer Engineering",Yasamin Mostofi,English,37.2948800386504,8.66577101848452
44,110,8,31,0.194576,0.05563,0.000371,0.000228,0.000262,0.000155,0.000167,0.00027,0.302128,0.000196,0.000443,0.00017,0.000169,0.000126,0.000477,0.000383,0.000283,0.000151,0.000564,0.000105,0.000776,0.000231,0.000231,0.088898,0.000105,0.321626,0.035448,0.0005,0.000162,0.000268,3.8E-05,0.011758,0.092048,0.000286,0.000125,0.000102,0.000158,0.000231,0.074964,0.000136,0.00024,0.000143,0.000107,0.000297,0.000198,0.000122,0.000189,0.00018,0.000226,0.000829,0.000416,0.000124,7.6E-05,9.6E-05,0.00013,0.001123,0.000151,0.000127,0.000213,0.000175,0.000332,0.000325,0.00069,0.000228,0.000273,0.000228,0.000265,0.000117,0.000198,0.000195,0.001359,0.000259,f3ww7fv2,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3ww7fv2,The effect of diet treatment on mating preference in Drosophila melanogaster,2015,"Najarro, Michael","University of California, Santa Barbara. Ecology, Evolution and Marine Biology",Thomas L. Turner,English,8.73504108912417,26.9513454435138
45,12,0,22,0.127126,0.000125,0.000232,0.000143,0.000164,9.7E-05,0.000105,0.000169,0.03643,0.013992,0.000277,0.000106,0.000106,7.9E-05,0.125121,0.000239,0.000177,9.5E-05,0.589791,6.6E-05,0.000486,0.000144,0.000145,0.000132,6.6E-05,8.5E-05,0.00137,0.000313,0.000101,0.000168,2.4E-05,0.00042,0.009037,0.000179,7.8E-05,6.4E-05,9.9E-05,0.000144,0.171715,8.5E-05,0.00015,9E-05,6.7E-05,0.000186,0.000124,7.6E-05,0.000118,0.000112,0.000142,0.007453,0.00026,7.8E-05,4.7E-05,6E-05,8.1E-05,0.035375,9.5E-05,7.9E-05,0.000133,0.00011,0.000207,0.000203,0.000431,0.000142,0.000171,0.000143,0.000166,7.3E-05,0.000124,0.000122,0.00085,0.000162,f3n29wsv,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3n29wsv,Novice Principals' Views of Instructional Leadership and Organizational Improvement : Two Case Studies,2016,"Barnitz, Elizabeth D.","University of California, Santa Barbara. Education",Sharon Conley,English,0.00662049748418085,18.7546211181606
46,111,7,0,0.176008,7.3E-05,0.000136,8.3E-05,9.6E-05,5.7E-05,6.1E-05,9.8E-05,0.009116,7.2E-05,0.000162,6.2E-05,6.2E-05,4.6E-05,0.000174,0.004185,0.000103,5.5E-05,0.008296,3.8E-05,0.069052,8.4E-05,8.4E-05,7.7E-05,3.8E-05,0.303442,0.000799,0.000183,5.9E-05,9.8E-05,1.4E-05,0.000245,0.013362,0.000104,4.5E-05,3.7E-05,5.8E-05,8.4E-05,0.164892,5E-05,8.8E-05,5.2E-05,3.9E-05,0.000108,0.008163,4.4E-05,6.9E-05,6.6E-05,0.052671,0.000303,0.000152,4.5E-05,2.8E-05,3.5E-05,4.7E-05,0.036817,5.5E-05,4.6E-05,0.04053,6.4E-05,0.000121,0.000119,0.000252,8.3E-05,0.0001,8.3E-05,9.7E-05,4.3E-05,7.2E-05,0.020297,0.263436,9.4E-05,f35t3hpx,https://www.alexandria.ucsb.edu/lib/ark:/48907/f35t3hpx,#AmINext? A discussion on the sexual violence and trafficking of Aboriginal women in Canada and the link to domestic extractive industries,2015,"Taggart, Marissa Jean","University of California, Santa Barbara. Global and International Studies",Eve Darian-Smith,English,6.88804550827413,-0.0716398017506371
47,13,10,12,0.253168,0.000124,0.027588,0.000141,0.000162,9.6E-05,0.184775,0.000166,0.001733,0.000121,0.000273,0.041143,0.000104,7.8E-05,0.000295,0.000236,0.007014,9.3E-05,0.000348,6.5E-05,0.000479,0.000142,0.000143,0.00013,6.5E-05,8.4E-05,0.001351,0.000309,0.0001,0.000166,2.3E-05,0.020934,0.008914,0.000176,7.7E-05,6.3E-05,9.7E-05,0.000142,0.121488,8.4E-05,0.000148,8.8E-05,6.6E-05,0.000183,0.000122,7.5E-05,0.000117,0.000111,0.00014,0.000512,0.000257,7.7E-05,4.7E-05,5.9E-05,8E-05,0.561549,9.3E-05,7.8E-05,0.000131,0.000108,0.000205,0.0002,0.000426,0.000141,0.000169,0.000141,0.000163,7.2E-05,0.000122,0.000121,0.014518,0.00016,f37w6c16,https://www.alexandria.ucsb.edu/lib/ark:/48907/f37w6c16,"Writing Modernity : Constructing a History of Chinese Architecture, 1920 - 1949",2016,"Yan, Wencheng","University of California, Santa Barbara. Art History",Swati Chattopadhyay,English,9.78524074853969,10.5144584767954
48,112,1,14,0.141845,0.000134,0.000248,0.044529,0.000175,0.000104,0.000112,0.00018,0.009271,0.000131,0.000296,0.000113,0.000113,0.051858,0.000318,0.000255,0.000189,0.000101,0.000376,7E-05,0.399912,0.000154,0.000154,0.000141,7E-05,9.1E-05,0.001461,0.000334,0.000108,0.000179,2.5E-05,0.000448,0.002243,0.000191,8.3E-05,6.8E-05,0.000105,0.000154,0.190541,9.1E-05,0.00016,9.6E-05,7.1E-05,0.000198,0.000132,8.1E-05,0.000126,0.00012,0.000151,0.000553,0.000278,8.3E-05,5.1E-05,6.4E-05,8.7E-05,0.126484,0.000101,8.5E-05,0.000142,0.000117,0.000221,0.000217,0.00046,0.000152,0.000182,0.000152,0.000177,7.8E-05,0.000132,0.00013,0.163623,0.000173,f31j97x1,https://www.alexandria.ucsb.edu/lib/ark:/48907/f31j97x1,Redshift : From Communist Internationalism to Blood. The Legacy of Soviet Nationalities Policy in the Caucasus,2015,"Altman, James","University of California, Santa Barbara. Global and International Studies",Paul Amar,English,0.996159334515686,12.4085288295141
49,14,13,35,0.216706,8.1E-05,0.000149,0.022393,0.000105,6.3E-05,6.7E-05,0.000108,0.050193,7.9E-05,0.000178,6.8E-05,0.008988,5.1E-05,0.000192,0.000154,0.000114,6.1E-05,0.000227,4.2E-05,0.031534,9.3E-05,9.3E-05,8.5E-05,4.2E-05,5.5E-05,0.014262,0.000201,6.5E-05,0.000108,1.5E-05,0.00027,0.028114,0.000115,5E-05,4.1E-05,6.3E-05,9.3E-05,0.123825,5.5E-05,9.7E-05,5.8E-05,4.3E-05,0.00012,8E-05,4.9E-05,7.6E-05,7.2E-05,9.1E-05,0.031555,0.000167,5E-05,3E-05,3.9E-05,5.2E-05,0.000452,6.1E-05,5.1E-05,0.397044,7E-05,0.000133,0.000131,0.125163,9.2E-05,0.160677,9.2E-05,0.000107,4.7E-05,8E-05,7.9E-05,0.000547,0.000104,f3gf0tb1,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3gf0tb1,Three Essays on the Economics of Fisheries Management,2016,"Toseland, Rebecca Ellen","University of California, Santa Barbara. Department of Economics",Christopher Costello,English,13.206166694,30.2715333249267
